Transaction ID,Transaction Date,Store ID,Region,City,State,Product ID,Product Name,Category,Type,Cost per Unit,Price per Unit,Quantity Sold,Total Cost,Total Revenue,Profit
68556,29/8/2023,S009,Central,Putrajaya,WP Putrajaya,P005,Robusta Ground Coffee,Coffee,Ground,26,35,8,208,280,72
68557,29/8/2023,S017,East Coast,Kota Bharu,Kelantan,P005,Robusta Ground Coffee,Coffee,Ground,26,35,10,260,350,90
68558,29/8/2023,S016,Southern,Sendayan,Negeri Sembilan,P005,Robusta Ground Coffee,Coffee,Ground,26,35,6,156,210,54
68559,29/8/2023,S004,Northern,Taiping,Perak,P004,Arabica Ground Coffee,Coffee,Ground,30,40,2,60,80,20
68560,29/8/2023,S018,East Coast,Kuala Terengganu,Terengganu,P004,Arabica Ground Coffee,Coffee,Ground,30,40,2,60,80,20
68561,29/8/2023,S018,East Coast,Kuala Terengganu,Terengganu,P004,Arabica Ground Coffee,Coffee,Ground,30,40,1,30,40,10
68562,29/8/2023,S010,Southern,Johor Bahru,Johor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,9,270,360,90
68563,29/8/2023,S010,Southern,Johor Bahru,Johor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,4,120,160,40
68564,29/8/2023,S011,Southern,Iskandar Puteri,Johor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,3,90,120,30
68565,29/8/2023,S014,Southern,Seremban,Negeri Sembilan,P004,Arabica Ground Coffee,Coffee,Ground,30,40,9,270,360,90
68566,29/8/2023,S017,East Coast,Kota Bharu,Kelantan,P006,Instant Coffee,Coffee,Instant,18,25,3,54,75,21
68567,29/8/2023,S019,East Coast,Kuantan,Pahang,P006,Instant Coffee,Coffee,Instant,18,25,3,54,75,21
68568,29/8/2023,S001,Northern,Alor Setar,Kedah,P006,Instant Coffee,Coffee,Instant,18,25,10,180,250,70
68569,29/8/2023,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P013,Oolong Tea,Tea,Oolong Tea,32,45,3,96,135,39
68570,29/8/2023,S008,Central,Petaling Jaya,Selangor,P013,Oolong Tea,Tea,Oolong Tea,32,45,10,320,450,130
68571,29/8/2023,S008,Central,Petaling Jaya,Selangor,P013,Oolong Tea,Tea,Oolong Tea,32,45,5,160,225,65
68572,29/8/2023,S012,Southern,Senai,Johor,P013,Oolong Tea,Tea,Oolong Tea,32,45,10,320,450,130
68573,29/8/2023,S017,East Coast,Kota Bharu,Kelantan,P012,Matcha Green Tea,Tea,Green Tea,35,50,1,35,50,15
68574,29/8/2023,S018,East Coast,Kuala Terengganu,Terengganu,P012,Matcha Green Tea,Tea,Green Tea,35,50,1,35,50,15
68575,29/8/2023,S006,Central,Shah Alam,Selangor,P010,English Breakfast Tea,Tea,Black Tea,18,25,9,162,225,63
68576,29/8/2023,S003,Northern,Ipoh,Perak,P011,Earl Grey Tea,Tea,Black Tea,20,28,8,160,224,64
68577,29/8/2023,S006,Central,Shah Alam,Selangor,P011,Earl Grey Tea,Tea,Black Tea,20,28,4,80,112,32
68578,29/8/2023,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,8,80,120,40
68579,29/8/2023,S019,East Coast,Kuantan,Pahang,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,5,50,75,25
68580,29/8/2023,S010,Southern,Johor Bahru,Johor,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,9,90,135,45
68581,29/8/2023,S016,Southern,Sendayan,Negeri Sembilan,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,10,100,150,50
68582,29/8/2023,S010,Southern,Johor Bahru,Johor,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,8,96,144,48
68583,29/8/2023,S014,Southern,Seremban,Negeri Sembilan,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,10,120,180,60
68584,29/8/2023,S009,Central,Putrajaya,WP Putrajaya,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,4,48,72,24
68585,29/8/2023,S006,Central,Shah Alam,Selangor,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,5,60,90,30
68586,29/8/2023,S003,Northern,Ipoh,Perak,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,5,40,60,20
68587,29/8/2023,S009,Central,Putrajaya,WP Putrajaya,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,10,80,120,40
68588,29/8/2023,S008,Central,Petaling Jaya,Selangor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,6,48,72,24
68589,29/8/2023,S008,Central,Petaling Jaya,Selangor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,3,24,36,12
68590,29/8/2023,S007,Central,Cyberjaya,Selangor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,6,48,72,24
68591,29/8/2023,S006,Central,Shah Alam,Selangor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,7,56,84,28
68592,29/8/2023,S013,Southern,Melaka,Melaka,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,2,16,24,8
68593,30/8/2023,S015,Southern,Seremban 2,Negeri Sembilan,P003,Dark Roast Beans,Coffee,Beans,42,55,4,168,220,52
68594,30/8/2023,S002,Northern,George Town,Penang,P003,Dark Roast Beans,Coffee,Beans,42,55,4,168,220,52
68595,30/8/2023,S002,Northern,George Town,Penang,P003,Dark Roast Beans,Coffee,Beans,42,55,4,168,220,52
68596,30/8/2023,S001,Northern,Alor Setar,Kedah,P003,Dark Roast Beans,Coffee,Beans,42,55,1,42,55,13
68597,30/8/2023,S004,Northern,Taiping,Perak,P003,Dark Roast Beans,Coffee,Beans,42,55,3,126,165,39
68598,30/8/2023,S017,East Coast,Kota Bharu,Kelantan,P003,Dark Roast Beans,Coffee,Beans,42,55,2,84,110,26
68599,30/8/2023,S008,Central,Petaling Jaya,Selangor,P001,Arabica Coffee Beans,Coffee,Beans,45,60,10,450,600,150
68600,30/8/2023,S001,Northern,Alor Setar,Kedah,P001,Arabica Coffee Beans,Coffee,Beans,45,60,4,180,240,60
68601,30/8/2023,S014,Southern,Seremban,Negeri Sembilan,P002,Robusta Coffee Beans,Coffee,Beans,38,50,3,114,150,36
68602,30/8/2023,S010,Southern,Johor Bahru,Johor,P002,Robusta Coffee Beans,Coffee,Beans,38,50,5,190,250,60
68603,30/8/2023,S018,East Coast,Kuala Terengganu,Terengganu,P002,Robusta Coffee Beans,Coffee,Beans,38,50,8,304,400,96
68604,30/8/2023,S006,Central,Shah Alam,Selangor,P002,Robusta Coffee Beans,Coffee,Beans,38,50,3,114,150,36
68605,30/8/2023,S009,Central,Putrajaya,WP Putrajaya,P005,Robusta Ground Coffee,Coffee,Ground,26,35,7,182,245,63
68606,30/8/2023,S019,East Coast,Kuantan,Pahang,P005,Robusta Ground Coffee,Coffee,Ground,26,35,4,104,140,36
68607,30/8/2023,S011,Southern,Iskandar Puteri,Johor,P005,Robusta Ground Coffee,Coffee,Ground,26,35,8,208,280,72
68608,30/8/2023,S011,Southern,Iskandar Puteri,Johor,P005,Robusta Ground Coffee,Coffee,Ground,26,35,10,260,350,90
68609,30/8/2023,S001,Northern,Alor Setar,Kedah,P004,Arabica Ground Coffee,Coffee,Ground,30,40,8,240,320,80
68610,30/8/2023,S011,Southern,Iskandar Puteri,Johor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,10,300,400,100
68611,30/8/2023,S014,Southern,Seremban,Negeri Sembilan,P004,Arabica Ground Coffee,Coffee,Ground,30,40,2,60,80,20
68612,30/8/2023,S013,Southern,Melaka,Melaka,P004,Arabica Ground Coffee,Coffee,Ground,30,40,3,90,120,30
68613,30/8/2023,S014,Southern,Seremban,Negeri Sembilan,P006,Instant Coffee,Coffee,Instant,18,25,6,108,150,42
68614,30/8/2023,S019,East Coast,Kuantan,Pahang,P006,Instant Coffee,Coffee,Instant,18,25,3,54,75,21
68615,30/8/2023,S002,Northern,George Town,Penang,P006,Instant Coffee,Coffee,Instant,18,25,1,18,25,7
68616,30/8/2023,S018,East Coast,Kuala Terengganu,Terengganu,P013,Oolong Tea,Tea,Oolong Tea,32,45,3,96,135,39
68617,30/8/2023,S004,Northern,Taiping,Perak,P013,Oolong Tea,Tea,Oolong Tea,32,45,4,128,180,52
68618,30/8/2023,S008,Central,Petaling Jaya,Selangor,P013,Oolong Tea,Tea,Oolong Tea,32,45,6,192,270,78
68619,30/8/2023,S014,Southern,Seremban,Negeri Sembilan,P012,Matcha Green Tea,Tea,Green Tea,35,50,5,175,250,75
68620,30/8/2023,S004,Northern,Taiping,Perak,P012,Matcha Green Tea,Tea,Green Tea,35,50,6,210,300,90
68621,30/8/2023,S017,East Coast,Kota Bharu,Kelantan,P012,Matcha Green Tea,Tea,Green Tea,35,50,3,105,150,45
68622,30/8/2023,S019,East Coast,Kuantan,Pahang,P012,Matcha Green Tea,Tea,Green Tea,35,50,10,350,500,150
68623,30/8/2023,S009,Central,Putrajaya,WP Putrajaya,P012,Matcha Green Tea,Tea,Green Tea,35,50,1,35,50,15
68624,30/8/2023,S009,Central,Putrajaya,WP Putrajaya,P010,English Breakfast Tea,Tea,Black Tea,18,25,4,72,100,28
68625,30/8/2023,S018,East Coast,Kuala Terengganu,Terengganu,P010,English Breakfast Tea,Tea,Black Tea,18,25,10,180,250,70
68626,30/8/2023,S010,Southern,Johor Bahru,Johor,P010,English Breakfast Tea,Tea,Black Tea,18,25,4,72,100,28
68627,30/8/2023,S001,Northern,Alor Setar,Kedah,P011,Earl Grey Tea,Tea,Black Tea,20,28,9,180,252,72
68628,30/8/2023,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P011,Earl Grey Tea,Tea,Black Tea,20,28,7,140,196,56
68629,30/8/2023,S008,Central,Petaling Jaya,Selangor,P011,Earl Grey Tea,Tea,Black Tea,20,28,5,100,140,40
68630,30/8/2023,S004,Northern,Taiping,Perak,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,7,70,105,35
68631,30/8/2023,S012,Southern,Senai,Johor,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,9,90,135,45
68632,30/8/2023,S016,Southern,Sendayan,Negeri Sembilan,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,2,20,30,10
68633,30/8/2023,S015,Southern,Seremban 2,Negeri Sembilan,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,8,80,120,40
68634,30/8/2023,S006,Central,Shah Alam,Selangor,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,5,60,90,30
68635,30/8/2023,S017,East Coast,Kota Bharu,Kelantan,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,1,8,12,4
68636,30/8/2023,S014,Southern,Seremban,Negeri Sembilan,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,10,80,120,40
68637,31/8/2023,S002,Northern,George Town,Penang,P003,Dark Roast Beans,Coffee,Beans,42,55,10,420,550,130
68638,31/8/2023,S019,East Coast,Kuantan,Pahang,P003,Dark Roast Beans,Coffee,Beans,42,55,10,420,550,130
68639,31/8/2023,S004,Northern,Taiping,Perak,P001,Arabica Coffee Beans,Coffee,Beans,45,60,9,405,540,135
68640,31/8/2023,S016,Southern,Sendayan,Negeri Sembilan,P001,Arabica Coffee Beans,Coffee,Beans,45,60,7,315,420,105
68641,31/8/2023,S001,Northern,Alor Setar,Kedah,P002,Robusta Coffee Beans,Coffee,Beans,38,50,9,342,450,108
68642,31/8/2023,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P002,Robusta Coffee Beans,Coffee,Beans,38,50,2,76,100,24
68643,31/8/2023,S008,Central,Petaling Jaya,Selangor,P002,Robusta Coffee Beans,Coffee,Beans,38,50,2,76,100,24
68644,31/8/2023,S003,Northern,Ipoh,Perak,P005,Robusta Ground Coffee,Coffee,Ground,26,35,4,104,140,36
68645,31/8/2023,S003,Northern,Ipoh,Perak,P005,Robusta Ground Coffee,Coffee,Ground,26,35,4,104,140,36
68646,31/8/2023,S001,Northern,Alor Setar,Kedah,P005,Robusta Ground Coffee,Coffee,Ground,26,35,6,156,210,54
68647,31/8/2023,S009,Central,Putrajaya,WP Putrajaya,P005,Robusta Ground Coffee,Coffee,Ground,26,35,3,78,105,27
68648,31/8/2023,S015,Southern,Seremban 2,Negeri Sembilan,P005,Robusta Ground Coffee,Coffee,Ground,26,35,8,208,280,72
68649,31/8/2023,S012,Southern,Senai,Johor,P005,Robusta Ground Coffee,Coffee,Ground,26,35,10,260,350,90
68650,31/8/2023,S013,Southern,Melaka,Melaka,P005,Robusta Ground Coffee,Coffee,Ground,26,35,10,260,350,90
68651,31/8/2023,S010,Southern,Johor Bahru,Johor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,6,180,240,60
68652,31/8/2023,S012,Southern,Senai,Johor,P006,Instant Coffee,Coffee,Instant,18,25,2,36,50,14
68653,31/8/2023,S011,Southern,Iskandar Puteri,Johor,P006,Instant Coffee,Coffee,Instant,18,25,10,180,250,70
68654,31/8/2023,S016,Southern,Sendayan,Negeri Sembilan,P006,Instant Coffee,Coffee,Instant,18,25,9,162,225,63
68655,31/8/2023,S001,Northern,Alor Setar,Kedah,P013,Oolong Tea,Tea,Oolong Tea,32,45,5,160,225,65
68656,31/8/2023,S006,Central,Shah Alam,Selangor,P013,Oolong Tea,Tea,Oolong Tea,32,45,1,32,45,13
68657,31/8/2023,S006,Central,Shah Alam,Selangor,P013,Oolong Tea,Tea,Oolong Tea,32,45,8,256,360,104
68658,31/8/2023,S012,Southern,Senai,Johor,P013,Oolong Tea,Tea,Oolong Tea,32,45,4,128,180,52
68659,31/8/2023,S010,Southern,Johor Bahru,Johor,P012,Matcha Green Tea,Tea,Green Tea,35,50,1,35,50,15
68660,31/8/2023,S011,Southern,Iskandar Puteri,Johor,P012,Matcha Green Tea,Tea,Green Tea,35,50,5,175,250,75
68661,31/8/2023,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P012,Matcha Green Tea,Tea,Green Tea,35,50,10,350,500,150
68662,31/8/2023,S006,Central,Shah Alam,Selangor,P012,Matcha Green Tea,Tea,Green Tea,35,50,6,210,300,90
68663,31/8/2023,S010,Southern,Johor Bahru,Johor,P010,English Breakfast Tea,Tea,Black Tea,18,25,2,36,50,14
68664,31/8/2023,S012,Southern,Senai,Johor,P011,Earl Grey Tea,Tea,Black Tea,20,28,4,80,112,32
68665,31/8/2023,S015,Southern,Seremban 2,Negeri Sembilan,P011,Earl Grey Tea,Tea,Black Tea,20,28,6,120,168,48
68666,31/8/2023,S003,Northern,Ipoh,Perak,P011,Earl Grey Tea,Tea,Black Tea,20,28,9,180,252,72
68667,31/8/2023,S018,East Coast,Kuala Terengganu,Terengganu,P011,Earl Grey Tea,Tea,Black Tea,20,28,6,120,168,48
68668,31/8/2023,S019,East Coast,Kuantan,Pahang,P011,Earl Grey Tea,Tea,Black Tea,20,28,10,200,280,80
68669,31/8/2023,S011,Southern,Iskandar Puteri,Johor,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,3,36,54,18
68670,31/8/2023,S010,Southern,Johor Bahru,Johor,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,10,120,180,60
68671,31/8/2023,S001,Northern,Alor Setar,Kedah,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,9,108,162,54
68672,31/8/2023,S003,Northern,Ipoh,Perak,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,2,24,36,12
68673,31/8/2023,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,1,12,18,6
68674,1/9/2023,S011,Southern,Iskandar Puteri,Johor,P003,Dark Roast Beans,Coffee,Beans,42,55,9,378,495,117
68675,1/9/2023,S012,Southern,Senai,Johor,P003,Dark Roast Beans,Coffee,Beans,42,55,2,84,110,26
68676,1/9/2023,S013,Southern,Melaka,Melaka,P003,Dark Roast Beans,Coffee,Beans,42,55,2,84,110,26
68677,1/9/2023,S003,Northern,Ipoh,Perak,P003,Dark Roast Beans,Coffee,Beans,42,55,3,126,165,39
68678,1/9/2023,S008,Central,Petaling Jaya,Selangor,P003,Dark Roast Beans,Coffee,Beans,42,55,5,210,275,65
68679,1/9/2023,S007,Central,Cyberjaya,Selangor,P001,Arabica Coffee Beans,Coffee,Beans,45,60,8,360,480,120
68680,1/9/2023,S003,Northern,Ipoh,Perak,P001,Arabica Coffee Beans,Coffee,Beans,45,60,5,225,300,75
68681,1/9/2023,S009,Central,Putrajaya,WP Putrajaya,P001,Arabica Coffee Beans,Coffee,Beans,45,60,2,90,120,30
68682,1/9/2023,S009,Central,Putrajaya,WP Putrajaya,P001,Arabica Coffee Beans,Coffee,Beans,45,60,5,225,300,75
68683,1/9/2023,S018,East Coast,Kuala Terengganu,Terengganu,P001,Arabica Coffee Beans,Coffee,Beans,45,60,3,135,180,45
68684,1/9/2023,S013,Southern,Melaka,Melaka,P001,Arabica Coffee Beans,Coffee,Beans,45,60,3,135,180,45
68685,1/9/2023,S016,Southern,Sendayan,Negeri Sembilan,P001,Arabica Coffee Beans,Coffee,Beans,45,60,7,315,420,105
68686,1/9/2023,S011,Southern,Iskandar Puteri,Johor,P002,Robusta Coffee Beans,Coffee,Beans,38,50,1,38,50,12
68687,1/9/2023,S004,Northern,Taiping,Perak,P002,Robusta Coffee Beans,Coffee,Beans,38,50,5,190,250,60
68688,1/9/2023,S019,East Coast,Kuantan,Pahang,P002,Robusta Coffee Beans,Coffee,Beans,38,50,5,190,250,60
68689,1/9/2023,S017,East Coast,Kota Bharu,Kelantan,P002,Robusta Coffee Beans,Coffee,Beans,38,50,9,342,450,108
68690,1/9/2023,S004,Northern,Taiping,Perak,P005,Robusta Ground Coffee,Coffee,Ground,26,35,2,52,70,18
68691,1/9/2023,S018,East Coast,Kuala Terengganu,Terengganu,P005,Robusta Ground Coffee,Coffee,Ground,26,35,9,234,315,81
68692,1/9/2023,S011,Southern,Iskandar Puteri,Johor,P006,Instant Coffee,Coffee,Instant,18,25,6,108,150,42
68693,1/9/2023,S016,Southern,Sendayan,Negeri Sembilan,P006,Instant Coffee,Coffee,Instant,18,25,1,18,25,7
68694,1/9/2023,S001,Northern,Alor Setar,Kedah,P006,Instant Coffee,Coffee,Instant,18,25,4,72,100,28
68695,1/9/2023,S007,Central,Cyberjaya,Selangor,P006,Instant Coffee,Coffee,Instant,18,25,8,144,200,56
68696,1/9/2023,S006,Central,Shah Alam,Selangor,P006,Instant Coffee,Coffee,Instant,18,25,8,144,200,56
68697,1/9/2023,S001,Northern,Alor Setar,Kedah,P013,Oolong Tea,Tea,Oolong Tea,32,45,7,224,315,91
68698,1/9/2023,S003,Northern,Ipoh,Perak,P013,Oolong Tea,Tea,Oolong Tea,32,45,2,64,90,26
68699,1/9/2023,S003,Northern,Ipoh,Perak,P013,Oolong Tea,Tea,Oolong Tea,32,45,4,128,180,52
68700,1/9/2023,S011,Southern,Iskandar Puteri,Johor,P013,Oolong Tea,Tea,Oolong Tea,32,45,7,224,315,91
68701,1/9/2023,S016,Southern,Sendayan,Negeri Sembilan,P012,Matcha Green Tea,Tea,Green Tea,35,50,5,175,250,75
68702,1/9/2023,S002,Northern,George Town,Penang,P012,Matcha Green Tea,Tea,Green Tea,35,50,6,210,300,90
68703,1/9/2023,S018,East Coast,Kuala Terengganu,Terengganu,P012,Matcha Green Tea,Tea,Green Tea,35,50,4,140,200,60
68704,1/9/2023,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P010,English Breakfast Tea,Tea,Black Tea,18,25,3,54,75,21
68705,1/9/2023,S007,Central,Cyberjaya,Selangor,P010,English Breakfast Tea,Tea,Black Tea,18,25,6,108,150,42
68706,1/9/2023,S013,Southern,Melaka,Melaka,P010,English Breakfast Tea,Tea,Black Tea,18,25,5,90,125,35
68707,1/9/2023,S013,Southern,Melaka,Melaka,P011,Earl Grey Tea,Tea,Black Tea,20,28,2,40,56,16
68708,1/9/2023,S013,Southern,Melaka,Melaka,P011,Earl Grey Tea,Tea,Black Tea,20,28,6,120,168,48
68709,1/9/2023,S011,Southern,Iskandar Puteri,Johor,P011,Earl Grey Tea,Tea,Black Tea,20,28,6,120,168,48
68710,1/9/2023,S014,Southern,Seremban,Negeri Sembilan,P011,Earl Grey Tea,Tea,Black Tea,20,28,9,180,252,72
68711,1/9/2023,S018,East Coast,Kuala Terengganu,Terengganu,P011,Earl Grey Tea,Tea,Black Tea,20,28,2,40,56,16
68712,1/9/2023,S019,East Coast,Kuantan,Pahang,P011,Earl Grey Tea,Tea,Black Tea,20,28,8,160,224,64
68713,1/9/2023,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P011,Earl Grey Tea,Tea,Black Tea,20,28,4,80,112,32
68714,1/9/2023,S008,Central,Petaling Jaya,Selangor,P011,Earl Grey Tea,Tea,Black Tea,20,28,3,60,84,24
68715,1/9/2023,S018,East Coast,Kuala Terengganu,Terengganu,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,10,100,150,50
68716,1/9/2023,S013,Southern,Melaka,Melaka,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,3,30,45,15
68717,1/9/2023,S014,Southern,Seremban,Negeri Sembilan,P007,Chocolate Milk Drink,Chocolate,Milk-Based,10,15,7,70,105,35
68718,1/9/2023,S010,Southern,Johor Bahru,Johor,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,5,60,90,30
68719,1/9/2023,S013,Southern,Melaka,Melaka,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,6,72,108,36
68720,1/9/2023,S004,Northern,Taiping,Perak,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,2,24,36,12
68721,1/9/2023,S019,East Coast,Kuantan,Pahang,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,1,12,18,6
68722,1/9/2023,S018,East Coast,Kuala Terengganu,Terengganu,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,1,12,18,6
68723,1/9/2023,S018,East Coast,Kuala Terengganu,Terengganu,P008,Chocolate Malt Drink,Chocolate,Malt-Based,12,18,8,96,144,48
68724,1/9/2023,S009,Central,Putrajaya,WP Putrajaya,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,4,32,48,16
68725,1/9/2023,S017,East Coast,Kota Bharu,Kelantan,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,6,48,72,24
68726,1/9/2023,S008,Central,Petaling Jaya,Selangor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,6,48,72,24
68727,1/9/2023,S006,Central,Shah Alam,Selangor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,6,48,72,24
68728,1/9/2023,S006,Central,Shah Alam,Selangor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,6,48,72,24
68729,1/9/2023,S012,Southern,Senai,Johor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,10,80,120,40
68730,1/9/2023,S012,Southern,Senai,Johor,P009,Chocolate Instant Drink,Chocolate,Instant,8,12,8,64,96,32
68731,2/9/2023,S019,East Coast,Kuantan,Pahang,P003,Dark Roast Beans,Coffee,Beans,42,55,4,168,220,52
68732,2/9/2023,S006,Central,Shah Alam,Selangor,P003,Dark Roast Beans,Coffee,Beans,42,55,3,126,165,39
68733,2/9/2023,S007,Central,Cyberjaya,Selangor,P003,Dark Roast Beans,Coffee,Beans,42,55,1,42,55,13
68734,2/9/2023,S007,Central,Cyberjaya,Selangor,P003,Dark Roast Beans,Coffee,Beans,42,55,5,210,275,65
68735,2/9/2023,S008,Central,Petaling Jaya,Selangor,P003,Dark Roast Beans,Coffee,Beans,42,55,10,420,550,130
68736,2/9/2023,S019,East Coast,Kuantan,Pahang,P001,Arabica Coffee Beans,Coffee,Beans,45,60,6,270,360,90
68737,2/9/2023,S018,East Coast,Kuala Terengganu,Terengganu,P001,Arabica Coffee Beans,Coffee,Beans,45,60,5,225,300,75
68738,2/9/2023,S011,Southern,Iskandar Puteri,Johor,P001,Arabica Coffee Beans,Coffee,Beans,45,60,9,405,540,135
68739,2/9/2023,S011,Southern,Iskandar Puteri,Johor,P002,Robusta Coffee Beans,Coffee,Beans,38,50,8,304,400,96
68740,2/9/2023,S013,Southern,Melaka,Melaka,P002,Robusta Coffee Beans,Coffee,Beans,38,50,10,380,500,120
68741,2/9/2023,S002,Northern,George Town,Penang,P002,Robusta Coffee Beans,Coffee,Beans,38,50,10,380,500,120
68742,2/9/2023,S002,Northern,George Town,Penang,P002,Robusta Coffee Beans,Coffee,Beans,38,50,4,152,200,48
68743,2/9/2023,S001,Northern,Alor Setar,Kedah,P002,Robusta Coffee Beans,Coffee,Beans,38,50,2,76,100,24
68744,2/9/2023,S003,Northern,Ipoh,Perak,P002,Robusta Coffee Beans,Coffee,Beans,38,50,4,152,200,48
68745,2/9/2023,S004,Northern,Taiping,Perak,P002,Robusta Coffee Beans,Coffee,Beans,38,50,6,228,300,72
68746,2/9/2023,S018,East Coast,Kuala Terengganu,Terengganu,P002,Robusta Coffee Beans,Coffee,Beans,38,50,7,266,350,84
68747,2/9/2023,S005,Central,Kuala Lumpur,WP Kuala Lumpur,P002,Robusta Coffee Beans,Coffee,Beans,38,50,6,228,300,72
68748,2/9/2023,S003,Northern,Ipoh,Perak,P005,Robusta Ground Coffee,Coffee,Ground,26,35,4,104,140,36
68749,2/9/2023,S004,Northern,Taiping,Perak,P005,Robusta Ground Coffee,Coffee,Ground,26,35,6,156,210,54
68750,2/9/2023,S002,Northern,George Town,Penang,P005,Robusta Ground Coffee,Coffee,Ground,26,35,10,260,350,90
68751,2/9/2023,S002,Northern,George Town,Penang,P005,Robusta Ground Coffee,Coffee,Ground,26,35,2,52,70,18
68752,2/9/2023,S002,Northern,George Town,Penang,P004,Arabica Ground Coffee,Coffee,Ground,30,40,1,30,40,10
68753,2/9/2023,S009,Central,Putrajaya,WP Putrajaya,P004,Arabica Ground Coffee,Coffee,Ground,30,40,4,120,160,40
68754,2/9/2023,S008,Central,Petaling Jaya,Selangor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,6,180,240,60
68755,2/9/2023,S011,Southern,Iskandar Puteri,Johor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,6,180,240,60
68756,2/9/2023,S011,Southern,Iskandar Puteri,Johor,P004,Arabica Ground Coffee,Coffee,Ground,30,40,4,120,160,40
68757,2/9/2023,S014,Southern,Seremban,Negeri Sembilan,P004,Arabica Ground Coffee,Coffee,Ground,30,40,8,240,320,80
68758,2/9/2023,S011,Southern,Iskandar Puteri,Johor,P006,Instant Coffee,Coffee,Instant,18,25,4,72,100,28
68759,2/9/2023,S010,Southern,Johor Bahru,Johor,P006,Instant Coffee,Coffee,Instant,18,25,7,126,175,49
68760,2/9/2023,S002,Northern,George Town,Penang,P006,Instant Coffee,Coffee,Instant,18,25,7,126,175,49
68761,2/9/2023,S019,East Coast,Kuantan,Pahang,P013,Oolong Tea,Tea,Oolong Tea,32,45,1,32,45,13
68762,2/9/2023,S004,Northern,Taiping,Perak,P013,Oolong Tea,Tea,Oolong Tea,32,45,6,192,270,78
68763,2/9/2023,S015,Southern,Seremban 2,Negeri Sembilan,P013,Oolong Tea,Tea,Oolong Tea,32,45,8,256,360,104
68764,2/9/2023,S014,Southern,Seremban,Negeri Sembilan,P013,Oolong Tea,Tea,Oolong Tea,32,45,10,320,450,130
68765,2/9/2023,S011,Southern,Iskandar Puteri,Johor,P013,Oolong Tea,Tea,Oolong Tea,32,45,5,160,225,65
68766,2/9/2023,S001,Northern,Alor Setar,Kedah,P012,Matcha Green Tea,Tea,Green Tea,35,50,2,70,100,30
